"price","dist1","dist2","dist3","rooms","square","floor","type1","type2","type3"
"23 000 грн","ЖК Respublika","Теремки","Голосіївський","1 кімната","40 / 22 / 15 м²","поверх 2 з 8","спец. проект","монолітно-каркасний","2019"
"36 261 грн","ЖК Французький квартал 2","Печерський","Київ","1 кімната","48 / 25 / 12 м²","поверх 7 з 10","","",""
"34 352 грн","ЖК Французький квартал 2","Нова забудова","Печерський","1 кімната","40 / 20 / 20 м²","поверх 19 з 24","спец. проект","монолітно-каркасний","2017"
"15 000 грн","Соцмісто","Дніпровський","Київ","2 кімнати","41 / 26 / 8 м²","поверх 2 з 5","хрущівка","панельні","1962"
"11 999 грн","ЖК вул. Гната Хоткевича (Червоногвардійська), 8","Соцмісто","Дніпровський","1 кімната","47 / 23 / 12 м²","поверх 7 з 22","спец. проект","монолітно-каркасний","2013"
"38 169 грн","Нижній Печерськ","Печерський","Київ","2 кімнати","55 / 35 / 16 м²","поверх 4 з 23","","",""
"16 000 грн","ЖК вул. Драгоманова (будмайданчики 1, 2, 3)","Позняки","Дарницький","2 кімнати","75 / 50 / 15 м²","поверх 16 з 25","спец. проект","монолітно-каркасний","2013"
"10 000 грн","Голосіїво","Голосіївський","Київ","2 кімнати","50 / 29 / 8 м²","поверх 3 з 9","чеський проект","панельні","1972"
"18 000 грн","Печерськ","Печерський","Київ","1 кімната","50 / 30 / 10 м²","поверх 4 з 9","спец. проект","цегляний будинок","2006"
"7 000 грн","Академмістечко","Святошинський","Київ","1 кімната","23 / 13 / 5 м²","поверх 4 з 5","хрущівка","цегляний будинок","1962"
"35 000 грн","ЖК RiverStone","Позняки","Дарницький","1 кімната","60 / 20 / 25 м²","поверх 3 з 25","спец. проект","монолітно-каркасний","2012"
"10 000 грн","Теремки-1","Голосіївський","Київ","2 кімнати","60 / 30 / 12 м²","поверх 12 з 16","серія Т","утеплена панель","1983"
"18 000 грн","Нивки","Шевченківський","Київ","2 кімнати","40 / 15 / 16 м²","поверх 20 з 25","","",""
"12 000 грн","Сирець","Шевченківський","Київ","2 кімнати","56 / 30 / 8 м²","поверх 9 з 9","чеський проект","панельні","1973"
"22 000 грн","ЖК пров. Тбіліський, 1/26","Шулявка","Шевченківський","1 кімната","52 / 16 / 15 м²","поверх 15 з 25","спец. проект","монолітно-каркасний","2017"
"38 169 грн","ЖК Delmar","Чорна Гора","Київ","1 кімната","56 / 18 / 16 м²","поверх 27 з 30","2019","",""
"11 000 грн","ЖК Лазурний блюз","Лівобережний масив","Дніпровський","1 кімната","45 / 20 / 12 м²","поверх 8 з 26","спец. проект","монолітно-каркасний","2010"
"32 444 грн","ЖК Печерськ Плаза","Печерський","Київ","2 кімнати","59 / 35 / 15 м²","поверх 2 з 11","","",""
"28 627 грн","ЖК бул. Лесі Українки, 7б","Печерськ","Печерський","1 кімната","61 / 24 / 17 м²","поверх 20 з 20","спец. проект","монолітно-каркасний","2010"
"10 500 грн","Татарка","Шевченківський","Київ","2 кімнати","50 / 32 / 8 м²","поверх 6 з 9","чеський проект","панельні","1970"
"13 900 грн","Осокорки","Дарницький","Київ","2 кімнати","80 / 42 / 15 м²","поверх 11 з 24","спец. проект","монолітно-каркасний","2010"
"13 000 грн","ЖК Ліко-Град 2","Теремки-2","Голосіївський","1 кімната","51 / 23 / 14 м²","поверх 11 з 16","спец. проект","цегляний будинок","2008"
"16 000 грн","ЖК Метрополія","Харьківський","Дарницький","1 кімната","36 / 19 / 12 м²","поверх 2 з 26","","",""
"25 000 грн","Поділ","Подільський","Київ","1 кімната","49.5 / 23 / 7 м²","поверх 3 з 6","дореволюційний","цегляний будинок","1913"
"30 000 грн","ЖК Grand Park","Куренівка","Київ","2 кімнати","70 / 29 / 20 м²","поверх 13 з 25","2021","",""
"14 000 грн","Деміївка","Голосіївський","Київ","1 кімната","35 / 15 / 8 м²","поверх 2 з 16","БПС","утеплена панель","1980"
"30 000 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","1 кімната","52 / 15 / 21 м²","поверх 9 з 25","спец. проект","монолітно-каркасний","2014"
"7 000 грн","Сирець","Шевченківський","Київ","1 кімната","40 / 32 / 8 м²","поверх 3 з 5","хрущівка","цегляний будинок","1963"
"17 500 грн","ЖК Елегант","Нова забудова","Шевченківський","1 кімната","40 / 25 / 10 м²","поверх 4 з 32","спец. проект","монолітно-каркасний","2013"
"14 500 грн","ЖК вул. Ованеса Туманяна, 3","Лівобережний масив","Дніпровський","2 кімнати","39 / 23 / 6 м²","поверх 14 з 22","спец. проект","монолітно-каркасний","2012"
"15 000 грн","Нова забудова","Голосіївський","Київ","2 кімнати","45 / 30 / 6 м²","поверх 2 з 4","сталінка","цегляний будинок","1940"
"17 000 грн","Ґалаґани","Святошинський","Київ","2 кімнати","58 / 30 / 9 м²","поверх 5 з 5","сталінка","цегляний будинок","1957"
"12 500 грн","Позняки","Дарницький","Київ","1 кімната","48 / 25 / 10 м²","поверх 10 з 10","спец. проект","цегляний будинок","2001"
"18 500 грн","ЖК Метрополія","Харьківський","Дарницький","1 кімната","45 / 10 / 20 м²","поверх 17 з 25","спец. проект","монолітно-каркасний","2018"
"32 444 грн","Поділ","Подільський","Київ","1 кімната","55 / 40 / 8 м²","поверх 10 з 10","спец. проект","монолітно-каркасний","2006"
"11 500 грн","ЖК вул. Горлівська, 215а, 215б, 215в","Харьківський","Дарницький","1 кімната","37 / 15 / 10 м²","поверх 4 з 25","спец. проект","монолітно-каркасний","2018"
"15 000 грн","Сирець","Шевченківський","Київ","1 кімната","30 / 15 / 6 м²","поверх 2 з 5","хрущівка","цегляний будинок","1964"
"29 000 грн","Нова забудова","Шевченківський","Київ","2 кімнати","56 / 1 / 1 м²","поверх 5 з 5","дореволюційний","цегляний будинок","1911"
"14 500 грн","ЖК Харківський","Харьківський","Дарницький","1 кімната","40 / 23 / 10 м²","поверх 8 з 10","спец. проект","цегляний будинок","2018"
"11 000 грн","Шулявка","Солом'янський","Київ","2 кімнати","60 / 36 / 9 м²","поверх 6 з 15","спец. проект","цегляний будинок","1995"
"11 900 грн","Нивки","Шевченківський","Київ","1 кімната","31 / 15 / 6 м²","поверх 4 з 5","хрущівка","цегляний будинок","1961"
"27 000 грн","ЖК Сонячна брама","Голосіїво","Голосіївський","2 кімнати","85 / 50 / 15 м²","поверх 12 з 15","спец. проект","монолітно-каркасний","2017"
"17 000 грн","ЖК Standard One","Голосіїво","Голосіївський","1 кімната","30 / 16 / 7 м²","поверх 18 з 25","спец. проект","цегляний будинок","2019"
"12 000 грн","ЖК вул. Ованеса Туманяна, 3","Лівобережний масив","Дніпровський","1 кімната","45 / 15 / 15 м²","поверх 19 з 25","спец. проект","монолітно-каркасний","2012"
"14 000 грн","ЖК Ліко-Град 3","Теремки-2","Голосіївський","1 кімната","44 / 20 / 12 м²","поверх 11 з 18","спец. проект","монолітно-каркасний","2014"
"53 437 грн","ЖК Royal Tower","Нова забудова","Голосіївський","2 кімнати","65 / 25 / 12 м²","поверх 5 з 30","спец. проект","монолітно-каркасний","2016"
"38 000 грн","ЖК Французький квартал 2","Нова забудова","Печерський","2 кімнати","64 / 28 / 24 м²","поверх 8 з 24","спец. проект","монолітно-каркасний","2017"
"13 000 грн","ЖК Еврика","Теремки-2","Голосіївський","1 кімната","38 / 16 / 10 м²","поверх 5 з 24","серія КТ","утеплена панель","2018"
"12 000 грн","Деміївка","Голосіївський","Київ","2 кімнати","50 / 39 / 9 м²","поверх 7 з 9","серія 96","утеплена панель","1980"
"16 500 грн","Голосіїво","Голосіївський","Київ","2 кімнати","56 / 35 / 8 м²","поверх 5 з 5","сталінка","цегляний будинок","1958"
"11 000 грн","Голосіїво","Голосіївський","Київ","1 кімната","42 / 20 / 10 м²","поверх 4 з 9","серія 96","утеплена панель","1988"
"16 000 грн","ЖК Ліко-Град 3","Теремки-2","Голосіївський","1 кімната","44 / 10 / 24 м²","поверх 5 з 16","спец. проект","монолітно-каркасний","2014"
"38 000 грн","ЖК Cardinal","Нова забудова","Печерський","2 кімнати","64 / 29 / 25 м²","поверх 9 з 24","спец. проект","монолітно-каркасний","2019"
"22 000 грн","ЖК вул. Коперника, 7","Лук'янівка","Шевченківський","1 кімната","43 / 25 / 10 м²","поверх 4 з 25","спец. проект","монолітно-каркасний","2016"
"11 000 грн","Соцмісто","Дніпровський","Київ","2 кімнати","46 / 30 / 7 м²","поверх 1 з 5","хрущівка","панельні",""
"10 000 грн","Оболонь","Оболонський","Київ","1 кімната","35 / 18 / 9 м²","поверх 1 з 9","серія 96","утеплена панель","1978"
"458 026 грн","Лук'янівка","Шевченківський","Київ","2 кімнати","55 / 28 / 7 м²","поверх 5 з 16","","",""
"47 711 грн","Печерський","Київ","","2 кімнати","60 / 40 / 20 м²","поверх 2 з 11","","",""
"24 000 грн","ЖК Нивки-Парк","Ґалаґани","Святошинський","2 кімнати","72 / 40 / 20 м²","поверх 9 з 18","спец. проект","монолітно-каркасний","2021"
"10 000 грн","ЖК Східна Брама","Дарницький","Київ","1 кімната","38 / 18.2 / 10.3 м²","поверх 11 з 20","спец. проект","монолітно-каркасний",""
"11 000 грн","Осокорки","Дарницький","Київ","1 кімната","37 / 16 / 9 м²","поверх 6 з 25","панельні","",""
"14 000 грн","Біличі","Святошинський","Київ","2 кімнати","40 / 22 / 9 м²","поверх 10 з 10","серія KП","цегляний будинок","1993"
"20 000 грн","ЖК Respublika","Теремки","Голосіївський","1 кімната","42 / 15 / 18 м²","поверх 5 з 7","спец. проект","монолітно-каркасний","2019"
"16 500 грн","ЖК Нивки-Парк","Виноградар","Святошинський","1 кімната","37 / 25 / 12 м²","поверх 11 з 16","цегляний будинок","",""
"13 000 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","46 / 18 / 12 м²","поверх 8 з 25","спец. проект","монолітно-каркасний","2016"
"9 500 грн","Святошино","Святошинський","Київ","1 кімната","45 / 18 / 10 м²","поверх 10 з 18","спец. проект","цегляний будинок","1988"
"25 000 грн","Печерськ","Печерський","Київ","2 кімнати","98 / 55 / 17 м²","поверх 8 з 22","спец. проект","монолітно-каркасний","2004"
"8 000 грн","Деміївка","Голосіївський","Київ","2 кімнати","46 / 25 / 6 м²","поверх 3 з 5","хрущівка","цегляний будинок","1961"
"40 000 грн","ЖК бул. Лесі Українки, 7а","Печерськ","Печерський","2 кімнати","105 / 70 / 30 м²","поверх 15 з 24","спец. проект","монолітно-каркасний","2012"
"12 000 грн","Печерськ","Печерський","Київ","1 кімната","45 / 18 / 8 м²","поверх 13 з 18","совмін","цегляний будинок","1991"
"8 500 грн","Осокорки","Дарницький","Київ","1 кімната","45 / 18 / 10 м²","поверх 6 з 18","спец. проект","утеплена панель","2000"
"10 000 грн","Харьківський","Дарницький","Київ","2 кімнати","79 / 35 / 10 м²","поверх 7 з 16","серія Т","утеплена панель","1983"
"11 499 грн","ЖК Метрополія","Харьківський","Дарницький","1 кімната","35 / 15 / 10 м²","поверх 4 з 25","спец. проект","монолітно-каркасний","2018"
"17 500 грн","ЖК Галактика","Лівобережний масив","Дніпровський","1 кімната","47 / 20 / 16 м²","поверх 11 з 25","спец. проект","монолітно-каркасний","2019"
"8 500 грн","Осокорки","Дарницький","Київ","1 кімната","45 / 18 / 8 м²","поверх 16 з 16","АППС","утеплена панель","1996"
"14 000 грн","ЖК Лебединий","Позняки","Дарницький","1 кімната","47 / 18 / 12 м²","поверх 18 з 25","спец. проект","монолітно-каркасний","2018"
"13 500 грн","Деміївка","Голосіївський","Київ","1 кімната","33 / 19 / 6 м²","поверх 7 з 9","чеський проект","панельні","1972"
"19 999 грн","Деміївка","Голосіївський","Київ","1 кімната","51 / 20 / 15 м²","поверх 5 з 25","","",""
"13 000 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","37 / 18 / 13 м²","поверх 18 з 25","спец. проект","панельні","2018"
"13 499 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","38 / 17 / 17 м²","поверх 18 з 25","спец. проект","панельні","2016"
"8 000 грн","Черепанова гора","Печерський","Київ","1 кімната","21 м²","поверх 2 з 9","гостинка","цегляний будинок","1976"
"9 000 грн","Біличі","Святошинський","Київ","1 кімната","41 / - / 7 м²","поверх 6 з 10","АППС","утеплена панель","1989"
"8 500 грн","Ґалаґани","Святошинський","Київ","1 кімната","27 м²","поверх 2 з 9","","",""
"18 000 грн","Поділ","Подільський","Київ","2 кімнати","45 м²","поверх 2 з 4","","",""
"49 620 грн","ЖК Tetris Hall","Нова забудова","Печерський","2 кімнати","55 / 30 / 25 м²","поверх 10 з 25","спец. проект","монолітно-каркасний","2016"
"38 169 грн","Нова забудова","Голосіївський","Київ","2 кімнати","50 / 30 / 20 м²","поверх 11 з 22","","",""
"21 000 грн","Нова забудова","Голосіївський","Київ","2 кімнати","55 / - / 10 м²","поверх 2 з 5","дореволюційний","цегляний будинок","1903"
"49 620 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","1 кімната","55 / - / 18 м²","поверх 12 з 28","","",""
"13 000 грн","Харьківський","Дарницький","Київ","2 кімнати","55 / - / 8 м²","поверх 7 з 9","панельні","",""
"13 000 грн","ЖК Елегант","Нова забудова","Шевченківський","1 кімната","27 / - / 7 м²","поверх 21 з 32","спец. проект","монолітно-каркасний","2013"
"18 000 грн","Осокорки","Дарницький","Київ","2 кімнати","57 / - / 15 м²","поверх 5 з 25","спец. проект","монолітно-каркасний",""
"30 000 грн","ЖК Сонячна Рів'єра","Русанівка","Дніпровський","2 кімнати","55 / - / 13 м²","поверх 15 з 30","","",""
"20 000 грн","Печерськ","Печерський","Київ","2 кімнати","50 / - / 9 м²","поверх 4 з 9","цегляний будинок","1977",""
"8 500 грн","Академмістечко","Святошинський","Київ","2 кімнати","45 / - / 6 м²","поверх 2 з 5","хрущівка","цегляний будинок","1967"
"13 000 грн","Осокорки","Дарницький","Київ","2 кімнати","75 / - / 14 м²","поверх 16 з 23","спец. проект","монолітно-каркасний","2004"
"5 152 782 грн","ЖК Victory V","Шулявка","Шевченківський","1 кімната","50 / - / 15 м²","поверх 5 з 34","спец. проект","монолітно-каркасний","2018"
"14 000 грн","Біличі","Святошинський","Київ","2 кімнати","87 / - / 19 м²","поверх 7 з 12","спец. проект","монолітно-каркасний","2008"
"57 254 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","2 кімнати","90 / - / 20 м²","поверх 3 з 19","монолітно-каркасний","",""
"32 444 грн","ЖК Бульвар Фонтанів","Нижній Печерськ","Печерський","1 кімната","57 / - / 15 м²","поверх 2 з 15","спец. проект","монолітно-каркасний","2017"
"45 803 грн","ЖК Central Park","Нова забудова","Печерський","2 кімнати","75 / - / 15 м²","поверх 10 з 25","","",""
"16 500 грн","Осокорки","Дарницький","Київ","2 кімнати","70 / - / 12.8 м²","поверх 22 з 23","","",""
"76 338 грн","Нижній Печерськ","Печерський","Київ","2 кімнати","95 / 40 / 20 м²","поверх 17 з 24","","",""
"14 000 грн","ЖК Академ-квартал","Святошинський","Київ","1 кімната","45 / 16 / 13 м²","поверх 19 з 25","","",""
"30 536 грн","ЖК Дипломат-холл","Нова забудова","Голосіївський","2 кімнати","67 / 40 / 25 м²","поверх 8 з 17","спец. проект","монолітно-каркасний","2006"
"45 803 грн","ЖК Бульвар Фонтанів","Нижній Печерськ","Печерський","2 кімнати","57 / 35 / 20 м²","поверх 2 з 10","спец. проект","монолітно-каркасний","2019"
"26 719 грн","ЖК Chicago Central House","Нова забудова","Голосіївський","1 кімната","30 / 20 / 5 м²","поверх 8 з 25","спец. проект","монолітно-каркасний","2019"
"38 169 грн","ЖК Park Avenue VIP","Деміївка","Голосіївський","2 кімнати","92 / 45 / 20 м²","поверх 6 з 24","спец. проект","монолітно-каркасний","2010"
"57 254 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","2 кімнати","87 / 50 / 18 м²","поверх 12 з 18","спец. проект","монолітно-каркасний","2012"
"34 352 грн","ЖК Victory V","Шулявка","Шевченківський","1 кімната","45 / 20 / 10 м²","поверх 33 з 34","спец. проект","монолітно-каркасний","2018"
"95 422 грн","ЖК PecherSKY","Звіринець","Печерський","2 кімнати","88 / 40 / 20 м²","поверх 14 з 26","спец. проект","монолітно-каркасний","2013"
"52 000 грн","Подільський","Київ","","2 кімнати","89 / 55 / 15 м²","поверх 6 з 8","","",""
"20 000 грн","Нова забудова","Печерський","Київ","2 кімнати","50 / 30 / 10 м²","поверх 3 з 9","цегляний будинок","1975",""
"38 169 грн","ЖК Podil Plaza & Residence","Шевченківський","Київ","2 кімнати","85 / 20 / 45 м²","поверх 10 з 25","спец. проект","монолітно-каркасний","2021"
"35 001 грн","ЖК Аристократ","Нижній Печерськ","Печерський","1 кімната","50 / 15 / 12 м²","поверх 16 з 24","спец. проект","монолітно-каркасний","2018"
"13 500 грн","Шулявка","Шевченківський","Київ","2 кімнати","42 / 28 / 8 м²","поверх 4 з 5","цегляний будинок","",""
"26 719 грн","ЖК Престиж Холл","Нижній Печерськ","Печерський","2 кімнати","60 / 35 / 13 м²","поверх 2 з 18","","",""
"33 000 грн","ЖК Голосіїво","Деміївка","Голосіївський","2 кімнати","89.4 / 50 / 20 м²","поверх 19 з 22","спец. проект","монолітно-каркасний","2008"
"18 999 грн","ЖК Славутич","Позняки","Дарницький","1 кімната","41 / 18 / 12 м²","поверх 10 з 25","цегляний будинок","",""
"27 000 грн","ЖК вул. Євгена Коновальця (Щорса), 36в","Нижній Печерськ","Печерський","2 кімнати","83 / 55 / 12 м²","поверх 15 з 25","спец. проект","монолітно-каркасний","2011"
"25 000 грн","Київ","","","2 кімнати","37 / 20 / 9 м²","поверх 4 з 8","","",""
"25 000 грн","Черепанова гора","Печерський","Київ","2 кімнати","44 / 25 / 7.4 м²","поверх 5 з 7","спец. проект","цегляний будинок","1981"
"55 307 грн","ЖК Park Avenue VIP","Деміївка","Голосіївський","2 кімнати","65 / 25 / 25 м²","поверх 6 з 23","цегляний будинок","",""
"49 620 грн","ЖК Французький квартал 2","Нова забудова","Печерський","2 кімнати","55 / 26 / 18 м²","поверх 22 з 24","спец. проект","монолітно-каркасний","2021"
"122 141 грн","ЖК Tetris Hall","Нова забудова","Печерський","2 кімнати","73 / 50 / 10 м²","поверх 3 з 26","спец. проект","монолітно-каркасний","2019"
"16 000 грн","Історичний центр","Шевченківський","Київ","1 кімната","32 / 17 / 6 м²","поверх 5 з 5","сталінка","цегляний будинок","1957"
"41 604 грн","ЖК Ярославів Град","Шевченківський","Київ","1 кімната","50 / 30 / 20 м²","поверх 8 з 14","","",""
"57 254 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","2 кімнати","65 / 28 / 18 м²","поверх 15 з 30","спец. проект","монолітно-каркасний","2012"
"16 000 грн","Липки","Печерський","Київ","1 кімната","30 / 15 / 7 м²","поверх 3 з 5","сталінка","цегляний будинок","1954"
"30 536 грн","Історичний центр","Шевченківський","Київ","2 кімнати","40 / 20 / 15 м²","поверх 1 з 4","сталінка","цегляний будинок","1937"
"7 000 грн","Оболонь","Оболонський","Київ","1 кімната","32 / 15 / 7 м²","поверх 6 з 9","чеський проект","панельні","1974"
"17 999 грн","Кудрявець","Шевченківський","Київ","2 кімнати","46 / 28 / 7 м²","поверх 5 з 9","спец. проект","цегляний будинок","1968"
"29 000 грн","ЖК Панорама на Печерську","Нижній Печерськ","Печерський","2 кімнати","82.3 / 27.1 / 30.4 м²","поверх 17 з 25","спец. проект","монолітно-каркасний","2013"
"45 803 грн","Оболонь","Оболонський","Київ","2 кімнати","90 / 65 / 22 м²","поверх 17 з 26","","",""
"18 000 грн","Оболонь","Оболонський","Київ","2 кімнати","50 / 37 / 7 м²","поверх 5 з 9","панельні","1974",""
"5 000 грн","Святошино","Святошинський","Київ","1 кімната","25 / 9 / 3 м²","поверх 4 з 5","хрущівка","цегляний будинок",""
"15 000 грн","Оболонь","Оболонський","Київ","1 кімната","57 / 28 / 8 м²","поверх 5 з 9","серія 96","утеплена панель","1979"
"7 999 грн","Оболонь","Оболонський","Київ","1 кімната","40 / 18.1 / 7 м²","поверх 3 з 9","серія 134","утеплена панель","1978"
"17 000 грн","Нова забудова","Голосіївський","Київ","2 кімнати","45 / 23 / 11 м²","поверх 5 з 9","совмін","цегляний будинок","1961"
"10 500 грн","Старий Київ","Шевченківський","Київ","1 кімната","24 / 16 / 3 м²","поверх 1 з 5","дореволюційний","цегляний будинок","1910"
"19 000 грн","ЖК Святобор","Святошино","Святошинський","1 кімната","42 / 18 / 15 м²","поверх 23 з 27","2020","",""
"20 000 грн","Липки","Печерський","Київ","2 кімнати","65 / 40 / 10 м²","поверх 3 з 7","дореволюційний","цегляний будинок","1917"
"11 000 грн","Оболонь","Оболонський","Київ","1 кімната","30 / 15 / 6 м²","поверх 8 з 9","гостинка","панельні","1973"
"22 000 грн","Нижній Печерськ","Печерський","Київ","2 кімнати","60 / 50 / 7 м²","поверх 4 з 12","спец. проект","цегляний будинок","1978"
"11 000 грн","Оболонь","Оболонський","Київ","1 кімната","30 / 15 / 8 м²","поверх 2 з 9","серія 96","утеплена панель","1979"
"9 800 грн","Оболонь","Оболонський","Київ","1 кімната","34 / 18 / 7.5 м²","поверх 8 з 9","серія 96","утеплена панель","1978"
"11 500 грн","Осокорки","Дарницький","Київ","1 кімната","56 / 33 / 12 м²","поверх 18 з 25","спец. проект","монолітно-каркасний","2010"
"32 444 грн","ЖК Central Park","Нова забудова","Печерський","2 кімнати","54 / 36 / 18 м²","поверх 4 з 23","спец. проект","монолітно-каркасний","2015"
"53 437 грн","ЖК Skyline","Нижній Печерськ","Печерський","2 кімнати","75 / 52 / 23 м²","поверх 12 з 25","спец. проект","монолітно-каркасний","2015"
"13 500 грн","Оболонь","Оболонський","Київ","2 кімнати","46 / 28 / 7 м²","поверх 5 з 9","панельні","1977",""
"8 000 грн","Позняки","Дарницький","Київ","1 кімната","30 / 15 / 7.5 м²","поверх 7 з 9","серія 96","утеплена панель","1991"
"25 000 грн","ЖК Respublika","Київ","","1 кімната","42 / 20 / 16 м²","поверх 8 з 8","2021","",""
"11 900 грн","Оболонь","Оболонський","Київ","2 кімнати","46 / 28 / 7 м²","поверх 2 з 9","панельні","1973",""
"23 000 грн","ЖК Seven","Позняки","Дарницький","2 кімнати","45 / 15 / 18 м²","поверх 11 з 26","2019","",""
"9 500 грн","Харьківський","Дарницький","Київ","1 кімната","25 / 14 / 6 м²","поверх 6 з 8","","",""
