"price","dist1","dist2","dist3","rooms","square","floor","type1","type2","type3"
"12 500 грн","ЖК просп. Академіка Глушкова, 92б","Теремки-1","Голосіївський","2 кімнати","72 / 37 / 12 м²","поверх 12 з 25","спец. проект","монолітно-каркасний","2014"
"13 500 грн","Саперна Слобідка","Голосіївський","Київ","1 кімната","49 / 18 / 13 м²","поверх 3 з 22","серія Т","утеплена панель","2007"
"11 000 грн","Шулявка","Шевченківський","Київ","1 кімната","32 / 20 / 7 м²","поверх 9 з 9","чеський проект","панельні","1967"
"24 000 грн","ЖК Botanic Towers","Нова забудова","Шевченківський","2 кімнати","65 / 30 / 20 м²","поверх 17 з 23","спец. проект","монолітно-каркасний","2008"
"38 000 грн","ЖК Французький квартал 2","Нова забудова","Печерський","2 кімнати","64 / 28 / 24 м²","поверх 8 з 24","спец. проект","монолітно-каркасний","2017"
"12 000 грн","ЖК Метрополія","Харьківський","Дарницький","1 кімната","35 / 20 / 7 м²","поверх 10 з 25","спец. проект","монолітно-каркасний","2018"
"28 725 грн","ЖК Французький квартал 2","Нова забудова","Печерський","1 кімната","41 / 20 / 20 м²","поверх 14 з 24","спец. проект","монолітно-каркасний","2017"
"","","","","","","","","",""
"28 725 грн","ЖК Французький квартал 2","Нова забудова","Печерський","1 кімната","41 / 20 / 20 м²","поверх 14 з 24","спец. проект","монолітно-каркасний","2017"
"24 000 грн","ЖК Respublika","Теремки","Голосіївський","2 кімнати","44 / 15 / 18 м²","поверх 8 з 9","спец. проект","монолітно-каркасний","2019"
"10 000 грн","Теремки-1","Голосіївський","Київ","1 кімната","38 / 18 / 9 м²","поверх 11 з 12","серія КТ","утеплена панель","1988"
"42 000 грн","ЖК New York Concept House","Нова забудова","Голосіївський","2 кімнати","68 / 30 / 21 м²","поверх 11 з 25","спец. проект","монолітно-каркасний","2018"
"38 300 грн","Нова забудова","Шевченківський","Київ","1 кімната","66 / 30 / 30 м²","поверх 4 з 4","дореволюційний","цегляний будинок","1917"
"18 000 грн","ЖК Львівський квартал","Шевченківський","Київ","2 кімнати","63 / 30 / 12 м²","поверх 6 з 10","спец. проект","монолітно-каркасний","2018"
"7 000 грн","ЖК Лебединий","Харьківський","Дарницький","1 кімната","20 / 15 / 5 м²","поверх 4 з 25","","",""
"11 500 грн","Печерськ","Печерський","Київ","2 кімнати","44 / 30 / 7 м²","поверх 4 з 5","сталінка","цегляний будинок","1961"
"17 600 грн","Позняки","Дарницький","Київ","2 кімнати","58 / 34 / 10 м²","поверх 8 з 13","спец. проект","цегляний будинок","2001"
"17 000 грн","Липки","Печерський","Київ","1 кімната","40 / 20 / 5 м²","поверх 1 з 5","сталінка","цегляний будинок","1962"
"38 000 грн","ЖК Central Park","Нова забудова","Печерський","2 кімнати","65 / 30 / 25 м²","поверх 7 з 24","","",""
"14 000 грн","ЖК Герцен-Парк","Лук'янівка","Шевченківський","1 кімната","25 / 13 / 5 м²","поверх 1 з 25","спец. проект","монолітно-каркасний","2017"
"52 000 грн","ЖК Бульвар Фонтанів","Нижній Печерськ","Печерський","2 кімнати","57 / 35 / 22 м²","поверх 3 з 12","спец. проект","монолітно-каркасний","2017"
"17 000 грн","ЖК The Lakes","Голосіївський","Київ","1 кімната","45 / 18 / 12 м²","поверх 13 з 25","АППС","утеплена панель","2018"
"30 640 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","1 кімната","51 / 20 / 14 м²","поверх 2 з 16","спец. проект","монолітно-каркасний","2012"
"13 500 грн","Осокорки","Дарницький","Київ","2 кімнати","80 / 55 / 12 м²","поверх 16 з 16","спец. проект","цегляний будинок","1999"
"15 000 грн","Ґалаґани","Святошинський","Київ","2 кімнати","54 / 28 / 8 м²","поверх 1 з 4","сталінка","цегляний будинок","1956"
"11 000 грн","Печерський","Київ","","1 кімната","36 / 20 / 6 м²","поверх 1 з 5","","",""
"38 300 грн","Липки","Печерський","Київ","2 кімнати","49 / 25 / 15 м²","поверх 4 з 6","дореволюційний","цегляний будинок","1897"
"17 500 грн","ЖК Харківський","Харьківський","Дарницький","1 кімната","45 / 15 / 20 м²","поверх 17 з 25","спец. проект","цегляний будинок","2018"
"8 000 грн","Північно-Броварський (Комсомольський)","Дніпровський","Київ","2 кімнати","49 / 35 / 9 м²","поверх 16 з 16","БПС","утеплена панель","1974"
"9 500 грн","Нова забудова","Голосіївський","Київ","2 кімнати","45 / 32 / 7 м²","поверх 5 з 5","хрущівка","цегляний будинок","1960"
"12 000 грн","Нова забудова","Голосіївський","Київ","1 кімната","40 / 18 / 10 м²","поверх 4 з 16","совмін","цегляний будинок","1973"
"13 000 грн","Осокорки","Дарницький","Київ","1 кімната","64 / 25 / 15 м²","поверх 9 з 11","спец. проект","монолітно-каркасний","1999"
"12 000 грн","Поділ","Подільський","Київ","2 кімнати","45 / 30 / 7 м²","поверх 2 з 9","цегляний будинок","1969",""
"18 000 грн","ЖК вул. Вірменська, 6а","Харьківський","Дарницький","2 кімнати","68 / 35 / 19 м²","поверх 13 з 25","спец. проект","монолітно-каркасний","2016"
"22 000 грн","Нова забудова","Голосіївський","Київ","2 кімнати","49 / 25 / 23 м²","поверх 4 з 13","спец. проект","монолітно-каркасний","2005"
"13 500 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","43 / 20 / 9 м²","поверх 14 з 25","спец. проект","панельні","2016"
"19 000 грн","ЖК Наш будинок","Ґалаґани","Святошинський","2 кімнати","50 / 33 / 9 м²","поверх 11 з 24","спец. проект","монолітно-каркасний","2016"
"16 000 грн","ЖК Славутич","Позняки","Дарницький","1 кімната","43 / 11 / 19 м²","поверх 5 з 25","спец. проект","монолітно-каркасний","2018"
"14 000 грн","ЖК Olympik Park","Харьківський","Дарницький","1 кімната","30 / 15 / 5 м²","поверх 13 з 28","2021","",""
"45 960 грн","ЖК New York Concept House","Нова забудова","Голосіївський","1 кімната","42 / 16 / 12 м²","поверх 11 з 21","спец. проект","монолітно-каркасний","2018"
"12 000 грн","ЖК Осінній","Біличі","Святошинський","1 кімната","40 / 20 / 12 м²","поверх 5 з 5","спец. проект","монолітно-каркасний","2015"
"11 999 грн","Осокорки","Дарницький","Київ","2 кімнати","50 / 32 / 8 м²","поверх 7 з 10","серія 96","утеплена панель","1995"
"18 000 грн","ЖК просп. Бажана, 10","Осокорки","Дарницький","2 кімнати","70 / 40 / 15 м²","поверх 7 з 16","спец. проект","монолітно-каркасний","2005"
"8 000 грн","Голосіїво","Голосіївський","Київ","1 кімната","39 / 20 / 9 м²","поверх 2 з 5","сталінка","цегляний будинок","1957"
"37 000 грн","Нижній Печерськ","Печерський","Київ","2 кімнати","86 / 50 / 20 м²","поверх 19 з 23","","",""
"24 000 грн","ЖК Нивки-Парк","Ґалаґани","Святошинський","2 кімнати","72 / 40 / 20 м²","поверх 9 з 18","спец. проект","монолітно-каркасний","2021"
"19 000 грн","ЖК Seven","Позняки","Дарницький","1 кімната","45 / 18 / 12 м²","поверх 10 з 25","спец. проект","монолітно-каркасний","2019"
"11 500 грн","Осокорки","Дарницький","Київ","1 кімната","34 / 18 / 9 м²","поверх 9 з 12","АППС","утеплена панель","1995"
"14 000 грн","Звіринець","Печерський","Київ","2 кімнати","45 / 28 / 7 м²","поверх 5 з 5","хрущівка","цегляний будинок","1959"
"11 000 грн","Осокорки","Дарницький","Київ","1 кімната","48 / 24 / 12 м²","поверх 3 з 18","спец. проект","утеплена панель","2000"
"10 000 грн","Солом'янка","Солом'янський","Київ","2 кімнати","42 / 20 / 6 м²","поверх 2 з 5","хрущівка","цегляний будинок","1962"
"17 000 грн","ЖМ Патріотика","Осокорки","Дарницький","2 кімнати","67 / 35 / 19 м²","поверх 19 з 25","спец. проект","панельні","2018"
"13 500 грн","Позняки","Дарницький","Київ","1 кімната","54 / 15 / 14 м²","поверх 4 з 10","серія 96","утеплена панель","1991"
"12 000 грн","Поділ","Подільський","Київ","1 кімната","24 / 18 / 3 м²","поверх 8 з 8","цегляний будинок","",""
"40 000 грн","ЖК вул. Коперника, 7","Лук'янівка","Шевченківський","2 кімнати","73 / 40 / 18 м²","поверх 24 з 26","спец. проект","монолітно-каркасний","2016"
"9 500 грн","Святошино","Святошинський","Київ","1 кімната","45 / 18 / 10 м²","поверх 10 з 19","спец. проект","цегляний будинок","1988"
"19 900 грн","Нижній Печерськ","Печерський","Київ","2 кімнати","52 / 20 / 25 м²","поверх 17 з 18","совмін","цегляний будинок","1974"
"14 500 грн","ЖК Be the One","Академмістечко","Святошинський","1 кімната","22 / 12 / 10 м²","поверх 16 з 21","2023","",""
"14 000 грн","ЖК Лебединий","Позняки","Дарницький","1 кімната","45 / 18 / 12 м²","поверх 8 з 25","спец. проект","монолітно-каркасний","2018"
"13 500 грн","ЖК Olympik Park","Харьківський","Дарницький","1 кімната","33 / 17 / 10 м²","поверх 24 з 28","2021","",""
"20 000 грн","ЖК Славутич","Позняки","Дарницький","1 кімната","44 / 17 / 16 м²","поверх 20 з 34","спец. проект","монолітно-каркасний","2018"
"34 470 грн","ЖК Корона Печерська","Печерськ","Печерський","2 кімнати","100 / 60 / 20 м²","поверх 13 з 26","спец. проект","монолітно-каркасний","2005"
"8 500 грн","Осокорки","Дарницький","Київ","1 кімната","45 / 18 / 10 м²","поверх 6 з 18","спец. проект","утеплена панель","2000"
"12 000 грн","Шулявка","Шевченківський","Київ","1 кімната","32 / 18 / 6 м²","поверх 4 з 9","чеський проект","панельні","1975"
"122 560 грн","ЖК Tetris Hall","Нова забудова","Печерський","2 кімнати","73 / 45 / 22 м²","поверх 3 з 26","спец. проект","монолітно-каркасний","2019"
"20 000 грн","Позняки","Дарницький","Київ","2 кімнати","67.9 / 37 / 8 м²","поверх 5 з 18","спец. проект","цегляний будинок","1997"
"17 000 грн","Голосіїво","Голосіївський","Київ","2 кімнати","40 / 15 / 15 м²","поверх 4 з 5","хрущівка","панельні","1962"
"9 700 грн","ЖК вул. Вірменська, 6а","Харьківський","Дарницький","1 кімната","25 / 18 / - м²","25 поверх","спец. проект","монолітно-каркасний","2016"
"45 960 грн","ЖК Chicago Central House","Нова забудова","Голосіївський","1 кімната","48 / 25 / 20 м²","поверх 14 з 25","спец. проект","монолітно-каркасний","2019"
"57 450 грн","ЖК Бульвар Фонтанів","Нижній Печерськ","Печерський","2 кімнати","65 / 30 / 25 м²","поверх 8 з 12","спец. проект","монолітно-каркасний","2019"
"51 705 грн","ЖК Cardinal","Нова забудова","Печерський","2 кімнати","60 / 30 / 25 м²","поверх 6 з 9","спец. проект","монолітно-каркасний","2019"
"38 300 грн","ЖК Французький квартал 2","Нова забудова","Печерський","1 кімната","43 м²","поверх 18 з 24","спец. проект","монолітно-каркасний","2017"
"15 000 грн","ЖК 4 сезони","Голосіїво","Голосіївський","1 кімната","53 / 19 / 15 м²","поверх 17 з 23","спец. проект","монолітно-каркасний","2012"
"20 000 грн","ЖК Герцен-Парк","Татарка","Шевченківський","1 кімната","45 / - / 14 м²","поверх 8 з 19","","",""
"25 000 грн","ЖК Академмістечко","Біличі","Святошинський","2 кімнати","75 / - / 16 м²","поверх 8 з 9","спец. проект","монолітно-каркасний","2014"
"14 000 грн","Оболонь","Оболонський","Київ","1 кімната","48 / - / 8 м²","поверх 2 з 9","чеський проект","панельні","1973"
"39 500 грн","Печерський","Київ","","2 кімнати","56 / - / 23 м²","поверх 9 з 28","цегляний будинок","",""
"999 грн","ЖК RiverStone","Позняки","Дарницький","2 кімнати","58 / - / 19 м²","поверх 15 з 23","спец. проект","монолітно-каркасний","2019"
"8 000 грн","Теремки-1","Голосіївський","Київ","2 кімнати","58 / - / 8 м²","поверх 14 з 16","серія КТ","утеплена панель","1990"
"8 999 грн","Шулявка","Шевченківський","Київ","2 кімнати","45 / - / 7 м²","поверх 4 з 5","хрущівка","цегляний будинок","1962"
"18 000 грн","ЖК Seven","Позняки","Дарницький","1 кімната","40 / - / 18 м²","поверх 16 з 25","спец. проект","монолітно-каркасний","2019"
"12 000 грн","Лівобережний масив","Дніпровський","Київ","1 кімната","32 / - / 7.8 м²","поверх 9 з 9","гостинка","панельні","1977"
"57 450 грн","ЖК вул. Ділова, 2б","Черепанова гора","Печерський","2 кімнати","88 / - / 23 м²","поверх 18 з 25","спец. проект","монолітно-каркасний","2012"
"61 280 грн","ЖК Французький квартал 2","Нова забудова","Печерський","2 кімнати","65 / - / 13 м²","поверх 18 з 20","спец. проект","монолітно-каркасний","2021"
"30 000 грн","Київ","","","2 кімнати","60 / - / 18 м²","поверх 11 з 28","","",""
"27 576 грн","ЖК Славутич","Позняки","Дарницький","1 кімната","50 / - / 18 м²","поверх 7 з 26","цегляний будинок","",""
"26 000 грн","ЖК Зарічний","Позняки","Дарницький","2 кімнати","50 / - / 18 м²","поверх 9 з 24","спец. проект","монолітно-каркасний","2019"
"26 427 грн","ЖК вул. Верховинна, 35, 37","Святошино","Святошинський","2 кімнати","82 / - / 1 м²","поверх 18 з 25","спец. проект","монолітно-каркасний","2006"
"24 000 грн","Голосіївський","Київ","","1 кімната","40.3 / - / 20.2 м²","поверх 8 з 9","","",""
"14 000 грн","Позняки","Дарницький","Київ","2 кімнати","52 / - / 6 м²","поверх 4 з 10","серія 96","утеплена панель","1994"
"12 000 грн","Голосіїво","Голосіївський","Київ","1 кімната","35 / - / 8 м²","поверх 3 з 14","цегляний будинок","",""
"21 000 грн","Лук'янівка","Шевченківський","Київ","2 кімнати","56 / - / 8.6 м²","поверх 5 з 5","сталінка","цегляний будинок","1956"
"37 917 грн","ЖК Новопечерська Вежа","Звіринець","Печерський","2 кімнати","58 / - / 10 м²","поверх 9 з 26","","",""
"12 500 грн","Дарницький","Київ","","1 кімната","40 / - / 8 м²","поверх 13 з 24","","",""
"10 000 грн","Харьківський","Дарницький","Київ","2 кімнати","53 / - / 8 м²","поверх 2 з 9","серія 96","утеплена панель","1985"
"9 000 грн","Лісовий","Деснянський","Київ","1 кімната","30 / - / 6 м²","поверх 9 з 9","хрущівка","панельні","1968"
"42 130 грн","ЖК PecherSKY","Звіринець","Печерський","2 кімнати","65 / - / 25 м²","поверх 9 з 28","спец. проект","монолітно-каркасний","2013"
"5 999 грн","Оболонь","Оболонський","Київ","1 кімната","31 / - / 6 м²","поверх 5 з 9","чеський проект","панельні","1974"
"5 500 грн","Святошино","Святошинський","Київ","1 кімната","24 / - / 10 м²","поверх 4 з 5","хрущівка","цегляний будинок",""
"2 000 грн","Шевченківський","Київ","","1 кімната","57 / - / 20 м²","поверх 25 з 30","монолітно-каркасний","",""
"5 000 грн","Нивки","Шевченківський","Київ","1 кімната","30 / - / 6 м²","поверх 5 з 5","хрущівка","цегляний будинок","1961"
"17 000 грн","Шевченківський","Київ","","2 кімнати","56 / - / 9 м²","поверх 5 з 5","сталінка","цегляний будинок",""
"12 000 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","38 / - / 9 м²","поверх 2 з 25","спец. проект","панельні","2017"
"19 000 грн","Осокорки","Дарницький","Київ","2 кімнати","60 / - / 9 м²","поверх 8 з 16","спец. проект","утеплена панель","1999"
"38 300 грн","ЖК Французький квартал 2","Нова забудова","Печерський","1 кімната","42 / - / 10 м²","поверх 13 з 24","спец. проект","монолітно-каркасний","2019"
"15 900 грн","ЖК Галактика","Лівобережний масив","Дніпровський","2 кімнати","50 / 15 / 20 м²","поверх 4 з 15","спец. проект","монолітно-каркасний","2019"
"53 620 грн","ЖК Delmar","Чорна Гора","Київ","2 кімнати","56 / 25 / 21 м²","поверх 9 з 30","2019","",""
"24 000 грн","Нова забудова","Голосіївський","Київ","2 кімнати","44 / 25 / 7 м²","поверх 2 з 4","дореволюційний","цегляний будинок","1912"
"45 960 грн","Нижній Печерськ","Печерський","Київ","2 кімнати","75 / 35 / 20 м²","поверх 18 з 25","","",""
"18 000 грн","Деміївка","Голосіївський","Київ","2 кімнати","82 / 40 / 23 м²","поверх 17 з 17","спец. проект","монолітно-каркасний","2009"
"38 300 грн","ЖК Французький квартал 2","Нова забудова","Печерський","1 кімната","50 / 16 / 26 м²","поверх 3 з 19","спец. проект","монолітно-каркасний","2017"
"53 582 грн","ЖК Французький квартал 2","Нова забудова","Печерський","2 кімнати","70 / 56 / 12 м²","поверх 19 з 20","спец. проект","монолітно-каркасний","2019"
"32 555 грн","ЖК New York Concept House","Нова забудова","Голосіївський","2 кімнати","56 / 24 / 12 м²","поверх 19 з 24","спец. проект","монолітно-каркасний","2018"
"51 705 грн","ЖК Park Avenue VIP","Деміївка","Голосіївський","1 кімната","64 / 20 / 25 м²","поверх 19 з 25","спец. проект","монолітно-каркасний","2019"
"13 000 грн","ЖК Be the One","Академмістечко","Святошинський","1 кімната","22 / 8 / 7 м²","поверх 9 з 19","цегляний будинок","",""
"34 470 грн","ЖК вул. Ділова, 2б","Черепанова гора","Печерський","1 кімната","57 / 38 / 10 м²","поверх 9 з 25","спец. проект","монолітно-каркасний","2012"
"53 620 грн","ЖК Royal Tower","Нова забудова","Голосіївський","2 кімнати","65 / 33 / 25 м²","поверх 5 з 30","спец. проект","монолітно-каркасний","2016"
"16 000 грн","ЖК Еврика","Теремки-2","Голосіївський","1 кімната","38 / 20 / 8 м²","поверх 15 з 24","серія КТ","утеплена панель","2018"
"29 108 грн","ЖК Зарічний","Позняки","Дарницький","2 кімнати","50 / 17 / 23 м²","поверх 2 з 25","спец. проект","монолітно-каркасний","2019"
"35 122 грн","ЖК Аристократ","Нижній Печерськ","Печерський","1 кімната","50 / 15 / 12 м²","поверх 16 з 24","спец. проект","монолітно-каркасний","2018"
"37 534 грн","ЖК Новопечерська Вежа","Печерський","Київ","2 кімнати","60 / 45 / 15 м²","поверх 9 з 26","","",""
"15 500 грн","ЖК Лебединий","Позняки","Дарницький","1 кімната","42 / 28 / 14 м²","поверх 13 з 23","спец. проект","монолітно-каркасний","2019"
"41 000 грн","ЖК Французький квартал 2","Нова забудова","Печерський","2 кімнати","58 / 26 / 17 м²","поверх 11 з 24","спец. проект","монолітно-каркасний","2021"
"42 130 грн","ЖК вул. Богдана Хмельницького, 58а","Історичний центр","Шевченківський","1 кімната","60 / 40 / 20 м²","поверх 12 з 25","спец. проект","монолітно-каркасний","2013"
"72 770 грн","ЖК Бульвар Фонтанів","Нижній Печерськ","Печерський","2 кімнати","72 / 30 / 30 м²","поверх 3 з 10","спец. проект","монолітно-каркасний","2017"
"16 000 грн","Історичний центр","Шевченківський","Київ","2 кімнати","50 / 30 / 10 м²","поверх 7 з 9","спец. проект","цегляний будинок","1976"
"30 257 грн","ЖК Зарічний","Позняки","Дарницький","2 кімнати","67 / 35 / 30 м²","поверх 13 з 25","","",""
"13 800 грн","ЖК просп. Героїв Сталінграда, 55","Оболонь","Оболонський","2 кімнати","50 / 29 / 12 м²","поверх 14 з 24","спец. проект","монолітно-каркасний","2010"
"40 000 грн","ЖК RiverStone","Позняки","Дарницький","2 кімнати","58 / 26 / 19 м²","поверх 10 з 24","спец. проект","монолітно-каркасний","2012"
"34 470 грн","ЖК Crystal Park","Шулявка","Шевченківський","1 кімната","47 / 1 / 1 м²","поверх 5 з 10","спец. проект","монолітно-каркасний","2013"
"57 450 грн","ЖК Tetris Hall","Нова забудова","Печерський","2 кімнати","55 / 19 / 21 м²","поверх 4 з 25","спец. проект","монолітно-каркасний","2019"
"20 000 грн","Печерськ","Печерський","Київ","1 кімната","42 / 25 / 14 м²","поверх 5 з 9","","",""
"34 470 грн","ЖК Cardinal","Нова забудова","Печерський","2 кімнати","60 / 32 / 15 м²","поверх 21 з 22","спец. проект","монолітно-каркасний","2019"
"30 000 грн","ЖК Метрополіс","Теремки-1","Голосіївський","2 кімнати","47 / 22 / 15 м²","поверх 16 з 33","спец. проект","монолітно-каркасний","2021"
"33 321 грн","Липки","Печерський","Київ","2 кімнати","50 / 35 / 15 м²","поверх 2 з 5","дореволюційний","цегляний будинок","1911"
"38 300 грн","ЖК Французький квартал","Нижній Печерськ","Печерський","1 кімната","42 / 20 / 10 м²","поверх 5 з 12","спец. проект","монолітно-каркасний","2015"
"38 300 грн","ЖК Аристократ","Нижній Печерськ","Печерський","1 кімната","55 / 40 / 10 м²","поверх 4 з 23","","",""
"17 500 грн","ЖК вул. Федора Кричевського, 19","Подільський","Київ","1 кімната","45 / 25 / 18 м²","поверх 20 з 25","","",""
"22 500 грн","ЖК Львівський квартал","Шевченківський","Київ","1 кімната","40 / 20 / 6 м²","поверх 7 з 11","спец. проект","монолітно-каркасний","2018"
"42 130 грн","ЖК Royal Tower","Нова забудова","Голосіївський","2 кімнати","64 / 50 / 10 м²","поверх 7 з 30","спец. проект","монолітно-каркасний","2016"
"34 470 грн","ЖК RiverStone","Позняки","Дарницький","2 кімнати","90 / 25 / 30 м²","поверх 10 з 24","спец. проект","монолітно-каркасний","2012"
"18 500 грн","Нова забудова","Печерський","Київ","2 кімнати","60 / 44 / 9 м²","поверх 3 з 9","совмін","цегляний будинок","1970"
"12 000 грн","Оболонь","Оболонський","Київ","2 кімнати","55 / 30 / 10 м²","поверх 6 з 10","серія 87","цегляний будинок","1977"
"40 000 грн","ЖК Victory V","Шулявка","Шевченківський","2 кімнати","50 / 18 / 30 м²","поверх 30 з 36","спец. проект","монолітно-каркасний","2018"
"45 960 грн","Нижній Печерськ","Печерський","Київ","1 кімната","43 / 18 / 10 м²","поверх 7 з 18","","",""
"9 500 грн","Північно-Броварський (Комсомольський)","Дніпровський","Київ","2 кімнати","45 / 38 / 7 м²","поверх 9 з 9","панельні","1972",""
"12 000 грн","Оболонь","Оболонський","Київ","1 кімната","36 / 19 / 7 м²","поверх 4 з 9","гостинка","утеплена панель","1980"
"12 000 грн","Теремки-1","Голосіївський","Київ","2 кімнати","56 / 31 / 11 м²","поверх 11 з 16","серія Т","утеплена панель","1983"
"28 000 грн","ЖК Печерський квартал","Чорна Гора","Печерський","2 кімнати","98 / 48 / 13 м²","поверх 6 з 22","спец. проект","монолітно-каркасний","2012"
"57 450 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","2 кімнати","87 / 20 / 25 м²","поверх 2 з 23","спец. проект","монолітно-каркасний","2013"
"13 000 грн","Голосіїво","Голосіївський","Київ","1 кімната","42 / 30 / 5 м²","поверх 4 з 5","хрущівка","цегляний будинок","1967"
"16 800 грн","ЖК Welcome Home на Ревуцького","Осокорки","Дарницький","2 кімнати","55 / 35 / 10 м²","поверх 25 з 27","спец. проект","панельні","2019"
"9 000 грн","Нижній Печерськ","Печерський","Київ","1 кімната","38 / 18 / 9 м²","поверх 5 з 9","спец. проект","цегляний будинок","1968"
"30 640 грн","ЖК Елегант","Нова забудова","Шевченківський","2 кімнати","50 / 1 / 1 м²","поверх 27 з 31","спец. проект","монолітно-каркасний","2013"
"32 555 грн","ЖК Central Park","Нова забудова","Печерський","2 кімнати","54 / 36 / 18 м²","поверх 4 з 23","спец. проект","монолітно-каркасний","2015"
"53 620 грн","ЖК Skyline","Нижній Печерськ","Печерський","2 кімнати","75 / 52 / 23 м²","поверх 12 з 25","спец. проект","монолітно-каркасний","2015"
"15 000 грн","Лісовий","Деснянський","Київ","2 кімнати","47 / 30 / 10 м²","поверх 3 з 5","хрущівка","панельні","1968"
"30 000 грн","Лук'янівка","Шевченківський","Київ","2 кімнати","99 / 50 / 17 м²","поверх 18 з 24","спец. проект","монолітно-каркасний","2005"
"34 470 грн","Київ","","","1 кімната","55 / 20 / 18 м²","поверх 23 з 36","","",""
"29 000 грн","ЖК Сонячна Рів'єра","Лівобережний масив","Дніпровський","1 кімната","56 / 20 / 20 м²","поверх 11 з 30","цегляний будинок","2020",""
"22 800 грн","ЖК Воздухофлотський квартал","Шулявка","Шевченківський","1 кімната","40 / 25 / 8 м²","поверх 3 з 7","спец. проект","монолітно-каркасний","2017"
"28 725 грн","ЖК Лідер","Шулявка","Шевченківський","2 кімнати","51 / 19 / 16 м²","поверх 15 з 25","спец. проект","монолітно-каркасний","2014"
"32 555 грн","Київ","","","2 кімнати","55 / 15 / 15 м²","поверх 7 з 36","","",""
"13 000 грн","Деміївка","Голосіївський","Київ","1 кімната","35 / 18 / 7 м²","поверх 2 з 16","БПС","утеплена панель","1980"
"16 500 грн","ЖК Молодіжний квартал","Осокорки","Дарницький","2 кімнати","43 / 15 / 16 м²","поверх 7 з 25","спец. проект","монолітно-каркасний","2014"
"10 000 грн","Оболонь","Оболонський","Київ","1 кімната","30 / 18 / 8 м²","поверх 4 з 9","гостинка","цегляний будинок","1977"
"27 000 грн","ЖК вул. Євгена Коновальця (Щорса), 36е","Нижній Печерськ","Печерський","2 кімнати","64 / 31 / 16 м²","поверх 15 з 16","спец. проект","монолітно-каркасний","2015"
"14 500 грн","Київ","","","2 кімнати","46 / 25 / 15 м²","поверх 29 з 34","","",""
"10 000 грн","Осокорки","Дарницький","Київ","1 кімната","43 / 18 / 9 м²","поверх 7 з 12","АППС","утеплена панель","2001"
"25 000 грн","Черепанова гора","Печерський","Київ","2 кімнати","44 / 28 / 7 м²","поверх 5 з 7","спец. проект","цегляний будинок","1981"
